"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","pred_profit"
"329",6804,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE26","B",56.92,3,1.3,1.3,134,134,"Good","rental (social)",51.427234,-0.037227,90,32,4,"lower sydenham","Thames Water",43700,"Lewisham","rail",0,1,0,0.444301,204000,275280.636199525,0.349414883331004
"330",10994,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM11","D",67,3,3.8,2.2,339,193,"Average","owner-occupied",51.576723,0.213661,99,30,6,"emerson park","Essex & Suffolk Water",52600,"Havering","light_rail",0,0,1,0.6437704,161000,262615.889802152,0.631154595044425
"331",2041,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"RM3","C",136,7,4.3,2.6,162,96,"Poor","owner-occupied",51.590778,0.231405,139,39,6,"harold wood","Essex & Suffolk Water",51900,"Havering","rail",0,1,0,0.4063956,498000,559724.457517956,0.123944693811157
"332",7298,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"N21","D",128,6,5.1,1.9,226,84,"Good","owner-occupied",51.644304,-0.093268,55,32,5,"grange park","Thames Water",65200,"Enfield","rail",0,1,0,0.3032432,794000,723360.507650378,-0.088966615049902
"333",6122,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM1","E",55,4,3.7,1,387,103,"Average","owner-occupied",51.575364,0.190891,58,20,6,"romford","Essex & Suffolk Water",48900,"Havering","light_rail",0,1,1,0.4548648,273000,315296.453071605,0.154932062533352
"334",2146,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW16","D",71,3,3.4,1.9,268,155,"Good","rental (private)",51.42673,-0.14601,163,36,3,"streatham","Thames Water",59800,"Croydon","rail",0,1,0,0.9917544,413000,469572.800008827,0.136980145299824
"335",12048,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE14","C",54,3,1.7,1.2,183,132,"Average","owner-occupied",51.477085,-0.050971,72,5,2,"queens road peckham","Thames Water",53100,"Lewisham","light_rail",0,1,1,0.7009392,285000,419280.257608513,0.471158798626362
"336",11148,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT3","E",120,6,7,3.2,332,150,"Average","owner-occupied",51.404223,-0.264138,96,17,4,"new malden","Thames Water",61000,"Kingston upon Thames","rail",0,1,0,0.5114122,609000,633365.518663584,0.0400090618449659
"337",6864,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA14","D",54,3,3,1.5,323,161,"Average","owner-occupied",51.43249,0.117007,103,40,5,"albany park","Thames Water",50500,"Bexley","rail",0,1,0,0.8270834,237000,277713.24180903,0.171785830417846
"338",10633,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","D",81,4,3.5,0.9,226,56,"Good","owner-occupied",51.404871,-0.052993,81,42,4,"birkbeck","Thames Water",61300,"Bromley","light_rail",0,1,1,0.2255682,415000,469332.246417472,0.130921075704752
"339",550,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W3","D",43.26,2,3.6,3.6,470,464,"Average","rental (private)",51.516449,-0.268998,11,31,3,"acton main line","Thames Water",51800,"Ealing","rail",0,1,0,0.111852,267000,279881.871235446,0.0482467087469893
"340",10427,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG2","E",146,7,8.4,3.5,327,136,"Average","owner-occupied",51.575091,0.093393,82,20,4,"newbury park","Essex & Suffolk Water",49700,"Redbridge","tube",1,0,0,0.267202,477000,590176.871186752,0.237268073766776
"341",852,NA,NA,"F","N","L",NA,NA,NA,"WALTHAMSTOW",NA,NA,"E17","C",55.82,3,2.1,2,228,218,"Average","owner-occupied",51.586248,-0.009811,79,37,4,"wood street","Thames Water",42100,"Waltham Forest","light_rail",0,0,1,0.3809182,358000,257786.782185005,-0.279925189427359
"342",14056,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM6","E",80,5,4.6,1,325,68,"Poor","owner-occupied",51.374289,-0.155356,127,29,4,"hackbridge","SES Water",53400,"Sutton","rail",0,1,0,0.431873,381000,412109.187647625,0.081651411148622
"343",2699,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB10","D",62,4,3.2,0.9,294,83,"Average","owner-occupied",51.549037,-0.437517,92,35,6,"hillingdon","Affinity Water",56000,"Hillingdon","tube",2,0,0,0.9140794,327000,343222.369086258,0.0496096913952835
"344",9716,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA2","C",52,3,1.2,1.2,131,131,"Good","owner-occupied",51.568759,-0.355404,170,59,5,"south harrow","Affinity Water",54500,"Harrow","tube",1,0,0,0.3715972,203000,289867.225026043,0.427917364660311
"345",13586,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE9","D",92,4,4.1,2.3,255,139,"Average","owner-occupied",51.458523,0.03691,71,28,3,"kidbrooke","Thames Water",53200,"Greenwich","rail",0,1,0,0.702182,381000,539772.249832771,0.416725065177878
"346",11877,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",181,7,4.8,2.2,178,86,"Poor","owner-occupied",51.435455,-0.19745,57,20,3,"wimbledon park","Thames Water",75000,"Merton","tube",1,0,0,0.1112306,1140000,1420563.45378317,0.246108292792259
"347",14772,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",117,5,4.9,2,239,97,"Average","owner-occupied",51.38747,-0.049219,7,45,3,"arena","Thames Water",56200,"Croydon","light_rail",0,0,1,0.6064864,438000,636408.275761912,0.45298693096327
"348",1003,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","D",125,3,6.2,5,279,229,"Very Poor","owner-occupied",51.553672,-0.186478,73,76,2,"finchley road and frognal","Thames Water",67300,"Camden","light_rail",0,0,1,0.285844,601000,1233436.50046842,1.05230698913214
"349",10467,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",74.98,5,6.3,4.5,498,355,"Good","owner-occupied",51.49,0.08991,41,5,4,"plumstead","Thames Water",43900,"Greenwich","rail",0,1,0,0.3423914,296000,344662.923840755,0.164401769732282
"350",114,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","D",84.9,4,4.2,3.1,273,202,"Good","owner-occupied",51.473939,-0.169914,154,6,2,"clapham junction","Thames Water",66400,"Wandsworth","light_rail",0,1,1,0.8550464,473000,866836.324052238,0.832634934571328
"351",13132,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E4","D",45,1,2.3,1.1,264,131,"Average","rental (private)",51.609635,-0.019259,218,14,4,"highams park","Thames Water",46900,"Waltham Forest","light_rail",0,0,1,1.068808,199000,221048.972444687,0.110798856505963
"352",3300,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"SM4","D",47,3,2.7,1.2,338,146,"Good","owner-occupied",51.398106,-0.185061,132,21,3,"belgrave walk","SES Water",49800,"Merton","light_rail",0,0,1,0.562367,252000,310205.982645737,0.230976121610066
"353",12388,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA15","E",123,7,6.6,2.6,302,116,"Good","owner-occupied",51.444553,0.105866,103,34,5,"sidcup","Thames Water",51000,"Bexley","rail",0,1,0,0.8258406,555000,527703.34306176,-0.0491831656544868
"354",3559,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA0","D",110,7,4.3,1.6,224,83,"Good","owner-occupied",51.570358,-0.312837,83,49,4,"south kenton","Affinity Water",61900,"Brent","tube",2,0,1,0.335556,646000,611571.516615583,-0.05329486592015
"355",256,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW9","C",62,3,1.9,1.8,178,162,"Good","owner-occupied",51.465507,-0.294753,85,10,4,"north sheen","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.7189598,464000,376244.148755136,-0.189128989751862
"356",2709,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","E",87,4,5.6,1.1,363,72,"Average","owner-occupied",51.555238,0.20523,98,18,6,"elm park","Essex & Suffolk Water",52100,"Havering","tube",1,0,0,0.705289,385000,423674.786021949,0.1004539896674
"357",5304,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"SE15","D",50,3,2.4,1.4,268,157,"Average","owner-occupied",51.470671,-0.057813,64,14,2,"queens road peckham","Thames Water",45200,"Southwark","light_rail",0,1,1,0.4150952,341000,356221.535008831,0.0446379325772172
"358",4394,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR1","E",88,4,4.8,2.1,286,125,"Average","owner-occupied",51.402224,0.034522,64,58,5,"bickley","Thames Water",62900,"Bromley","rail",0,1,0,0.5617456,420000,488902.762689874,0.164054196880652
"359",6453,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N9","D",79,4,4.2,1.9,274,122,"Average","owner-occupied",51.624419,-0.051342,116,14,4,"edmonton green","Thames Water",38100,"Enfield","light_rail",0,1,1,0.6344494,217000,306670.017471229,0.413225886964191
"360",800,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",61,3,3.4,0.7,310,60,"Average","owner-occupied",51.448394,-0.368669,135,22,5,"whitton","Thames Water",55400,"Richmond upon Thames","rail",0,1,0,0.7823426,334000,358887.7107031,0.0745141039014962
"361",9790,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR7","C",70.16,3,2.5,1.5,218,132,"Average","rental (private)",51.394766,-0.112502,58,46,4,"thornton heath","Thames Water",49000,"Croydon","rail",0,1,0,0.6319638,229000,354629.33808503,0.548599729628953
"362",8312,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM11","E",118,5,6.1,1.5,324,85,"Average","owner-occupied",51.572926,0.21675,101,31,6,"emerson park","Essex & Suffolk Water",54000,"Havering","light_rail",0,0,1,0.2933008,5e+05,571801.359701264,0.143602719402528
"363",4848,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW5","D",126,5,4.6,2.4,208,106,"Average","rental (private)",51.486295,-0.388676,98,32,5,"hounslow west","Thames Water",51500,"Hounslow","tube",1,0,0,1.2011662,261000,542997.950295202,1.08045191683985
"364",5149,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW14","D",101,6,3.9,1.9,220,103,"Average","owner-occupied",51.456231,-0.425589,66,25,5,"hatton cross","Affinity Water",50600,"Hounslow","tube",1,0,0,1.2341004,359000,465481.857143929,0.296606844412058
"365",13695,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E6","D",44,2,2.1,1.3,264,160,"Average","rental (private)",51.535451,0.056794,153,8,3,"east ham","Thames Water",43800,"Newham","tube",2,0,0,0.5959226,178000,272068.420542329,0.528474272709713
"366",10024,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE16","C",58,3,1.6,1.3,147,116,"Good","rental (private)",51.49129,-0.046966,58,8,2,"surrey quays","Thames Water",51800,"Southwark","light_rail",0,0,1,0.298272,140000,401670.100733194,1.86907214809424
"367",15393,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E11","D",100,4,5,1.7,284,95,"Average","owner-occupied",51.563898,0.011995,95,23,3,"leytonstone high road","Thames Water",49800,"Redbridge","light_rail",0,0,1,0.211276,550000,593992.326513906,0.079986048207102
"368",3550,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW6","D",53,3,2.3,1.6,247,174,"Average","owner-occupied",51.482283,-0.204159,151,7,2,"fulham broadway","Thames Water",56600,"Hammersmith and Fulham","tube",1,0,0,0.4424368,443000,482365.415651532,0.0888609834120353
"369",10077,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N14","D",76,4,3.9,1.8,295,134,"Good","owner-occupied",51.6361,-0.127181,43,59,4,"southgate","Thames Water",61700,"Enfield","tube",1,0,0,0.1907698,448000,440235.335392582,-0.0173318406415578
"370",8968,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW5","D",78.09,3,3.1,2.2,205,144,"Very Poor","rental (private)",51.554527,-0.14098,238,45,2,"kentish town","Thames Water",57000,"Camden","tube",1,1,0,0.2448316,532000,577418.439670695,0.0853730068998031
"371",3014,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR5","D",110.44,6,4.5,4.4,212,209,"Average","owner-occupied",51.315728,-0.151378,162,126,6,"woodmansterne","SES Water",63300,"Croydon","rail",0,1,0,0.565474,523000,538239.877293586,0.0291393447296102
"372",10709,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR5","D",97,5,4.3,1.6,250,89,"Average","owner-occupied",51.321926,-0.146924,83,106,6,"woodmansterne","SES Water",63300,"Croydon","rail",0,1,0,0.3784326,452000,503970.599941504,0.114979203410407
"373",448,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N14","D",142,8,5.3,2.4,210,94,"Good","rental (private)",51.625025,-0.131379,62,64,4,"arnos grove","Thames Water",61300,"Enfield","tube",1,0,0,0.7947706,674000,787030.934098777,0.167701682639135
"374",7517,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW11","D",118,5,4.5,1.7,215,82,"Average","owner-occupied",51.58833,-0.183106,46,72,3,"east finchley","Affinity Water",71600,"Barnet","tube",1,0,0,0.9526062,1021000,922513.80155473,-0.0964605273704899
"375",11963,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",132,6,5.5,2.6,238,110,"Average","owner-occupied",51.404588,0.036137,55,67,5,"bickley","Thames Water",62900,"Bromley","rail",0,1,0,0.640042,630000,702695.354136512,0.115389451010337
"376",11850,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","C",50,2,1.8,1.8,206,198,"Good","owner-occupied",51.414114,-0.191488,35,15,3,"south wimbledon","Thames Water",49500,"Merton","tube",1,0,0,0.2224612,298000,265496.498422266,-0.109072152945418
"377",8328,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W13","C",109,6,3.6,1.8,172,84,"Average","owner-occupied",51.524343,-0.325292,67,31,4,"castle bar park","Thames Water",59000,"Ealing","rail",0,1,0,0.3529552,786000,617387.618152212,-0.214519569780901
"378",2207,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG6","C",79,5,2.5,1.1,168,68,"Average","owner-occupied",51.608513,0.115178,136,39,4,"hainault","Thames Water",41800,"Redbridge","tube",1,0,0,1.1384048,275000,365650.065391164,0.329636601422414
"379",7136,NA,NA,"F","N","L",NA,NA,NA,"ACTON",NA,NA,"W4","C",85,4,1.7,1.7,113,113,"Good","owner-occupied",51.501698,-0.2638,61,10,3,"south acton","Thames Water",63300,"Hounslow","light_rail",0,0,1,0.490906,601000,664911.133361254,0.106341320068643
"380",4318,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE9","D",112,4,6.2,2.4,261,94,"Good","owner-occupied",51.43799,0.047363,47,45,4,"mottingham","Thames Water",50600,"Greenwich","rail",0,1,0,0.3063502,477000,533786.364411984,0.119048981995773
"381",3095,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB7","D",82,4,3.4,1.1,235,76,"Average","owner-occupied",51.499317,-0.463161,56,30,6,"west drayton","Affinity Water",54300,"Hillingdon","rail",0,1,0,1.0290384,382000,417387.114143291,0.0926364244588781
"382",5316,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR5","E",89,5,5.3,1.5,334,93,"Average","owner-occupied",51.391608,0.102543,66,69,6,"st mary cray","Thames Water",49300,"Bromley","rail",0,1,0,0.4809636,373000,389533.822845942,0.0443266028041345
"383",1187,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR4","C",84,4,2.4,1.1,175,82,"Average","owner-occupied",51.379446,-0.021151,96,71,5,"west wickham","Thames Water",57200,"Bromley","rail",0,1,0,0.4150952,422000,460760.252019716,0.0918489384353466
"384",5260,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","C",61,3,2.1,1.6,198,146,"Average","rental (private)",51.385909,-0.09424,116,53,4,"selhurst","Thames Water",46000,"Croydon","rail",0,1,0,0.7817212,187000,265570.365843986,0.420162384192439
"385",404,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","D",53,2,3.3,2.8,320,270,"Average","owner-occupied",51.441907,-0.047807,25,37,3,"forest hill","Thames Water",58000,"Lewisham","light_rail",0,1,1,0.34177,266000,339065.6416693,0.274682863418421
"386",11492,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W5","E",184,7,8.8,4.1,271,124,"Poor","owner-occupied",51.512121,-0.301386,58,34,3,"ealing broadway","Thames Water",62800,"Ealing","tube",2,1,0,0.3007576,1089000,1344640.78636683,0.234748196847411
"387",11098,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","C",44.59,2,1.7,1.3,236,179,"Average","owner-occupied",51.547923,-0.080036,206,22,2,"dalston kingsland","Thames Water",49000,"Islington","light_rail",0,0,1,0.2752802,324000,297364.538982625,-0.0822082130165886
"388",3597,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA4","D",61,4,3.1,0.7,289,62,"Average","owner-occupied",51.566644,-0.383053,127,43,5,"rayners lane","Affinity Water",56600,"Hillingdon","tube",1,0,0,1.5031666,366000,367066.795120037,0.00291474076512742
"389",6494,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA5","D",112,5,4.5,1.7,228,85,"Good","owner-occupied",51.450141,0.141384,54,35,6,"bexley","Thames Water",54000,"Bexley","rail",0,1,0,1.0663224,495000,549042.394814334,0.109176555180473
"390",3749,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N11","C",56.17,3,2.6,2.5,275,270,"Good","rental (private)",51.61523,-0.154545,131,67,4,"new southgate","Affinity Water",54300,"Barnet","rail",0,1,0,0.6238856,292000,299089.009415682,0.0242774295057611
"391",8924,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW9","D",103,6,4.5,2.3,227,114,"Poor","rental (private)",51.468477,-0.1236,83,13,2,"clapham north","Thames Water",54900,"Lambeth","tube",1,0,0,0.3877536,778000,784325.423543293,0.00813036445153346
"392",11475,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E15","C",117,4,2.7,2.2,130,107,"Good","owner-occupied",51.545019,0.000619,101,9,3,"stratford","Thames Water",50300,"Newham","tube",2,1,1,0.5524246,445000,630322.008422952,0.416453951512253
"393",3824,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E11","D",65.78,4,3.9,3.2,351,292,"Average","rental (private)",51.578837,0.02026,39,32,4,"snaresbrook","Thames Water",55000,"Redbridge","tube",1,0,0,0.4977414,356000,361987.876928493,0.0168198790126219
"394",6485,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA2","E",77,5,5.1,0.9,375,65,"Average","owner-occupied",51.573336,-0.376726,120,51,5,"rayners lane","Affinity Water",60000,"Harrow","tube",1,0,0,0.4374656,414000,423640.464180254,0.0232861453629323
"395",11008,NA,NA,"F","N","L",NA,NA,NA,"LEYTON",NA,NA,"E10","C",69,3,1.3,1.3,101,101,"Good","owner-occupied",51.569596,-0.035951,50,7,3,"lea bridge","Thames Water",54700,"Waltham Forest","rail",0,1,0,0.3628976,130000,429130.579458205,2.30100445737081
"396",9933,NA,NA,"T","N","F",NA,NA,NA,"WEST NORWOOD",NA,NA,"SE27","D",152,7,5.2,3.1,194,114,"Average","owner-occupied",51.437912,-0.106853,101,49,3,"tulse hill","Thames Water",58200,"Lambeth","rail",0,1,0,0.2783872,752000,960810.42163834,0.277673433029707
"397",8006,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",47.33,3,2.3,1.9,249,213,"Good","owner-occupied",51.580083,-0.02766,145,16,3,"walthamstow queens road","Thames Water",50900,"Waltham Forest","light_rail",0,0,1,0.2901938,343000,330089.135970372,-0.0376410030018307
"398",15252,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"SE22","D",44,2,2.5,1.3,327,173,"Poor","owner-occupied",51.453159,-0.062036,115,36,3,"honor oak park","Thames Water",59400,"Southwark","light_rail",0,0,1,0.9979684,379000,308194.441730071,-0.186822053482662
"399",1194,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW6","D",48,2,2.6,2.2,306,259,"Poor","rental (private)",51.551314,-0.191634,37,63,2,"west hampstead thameslink","Thames Water",64100,"Brent","rail",0,1,0,0.1851772,379000,370741.203981083,-0.021791018519569
"400",9258,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW1","D",96,5,5,1.8,297,106,"Average","owner-occupied",51.437408,-0.331149,59,9,5,"strawberry hill","Thames Water",70300,"Richmond upon Thames","rail",0,1,0,0.6624124,758000,651950.751630849,-0.139906660117613
"401",14283,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E4","E",64,3,4.1,2.1,369,195,"Average","owner-occupied",51.63179,-0.003166,40,56,5,"chingford","Thames Water",55200,"Waltham Forest","light_rail",0,0,1,0.6387992,254000,282880.269038855,0.113701846609666
"402",2928,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE13","D",70,2,3.5,1.6,283,133,"Average","owner-occupied",51.452521,-0.013718,52,19,3,"ladywell","Thames Water",55700,"Lewisham","rail",0,1,0,0.5921942,293000,448309.511644373,0.53006659264291
"403",6165,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW8","D",97,4,4.8,1.1,280,63,"Very Poor","owner-occupied",51.535218,-0.185207,16,42,2,"maida vale","Thames Water",59600,"Westminster","tube",2,0,0,0.537511,754000,926579.329423877,0.228885052286309
"404",857,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR3","D",192,7,6,3.6,177,105,"Average","owner-occupied",51.403495,-0.028236,63,49,4,"beckenham junction","Thames Water",59500,"Bromley","light_rail",0,2,1,0.7506512,897000,1038816.92329751,0.158101363765343
"405",12996,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW3","D",113,6,5.5,2.8,273,138,"Average","owner-occupied",51.460431,-0.356825,119,19,5,"hounslow","Thames Water",58400,"Hounslow","rail",0,1,0,0.4996056,531000,598295.415285247,0.12673336211911
"406",286,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","E",219,6,11,4.8,272,124,"Very Poor","owner-occupied",51.391743,0.047712,78,66,5,"bickley","Thames Water",63800,"Bromley","rail",0,1,0,0.9706268,785000,1324930.25507424,0.687809242132796
"407",14015,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W4","D",116,6,4.9,2,242,95,"Good","owner-occupied",51.50154,-0.260501,39,11,3,"south acton","Thames Water",72900,"Hounslow","light_rail",0,0,1,0.6381778,879000,896028.529313052,0.0193726158282733
"408",1990,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",101,5,4.8,1.3,272,72,"Very Poor","owner-occupied",51.373282,-0.032164,37,80,5,"west wickham","Thames Water",52300,"Croydon","rail",0,1,0,1.1769316,455000,483607.802561181,0.0628742913432549
"409",4168,NA,NA,"F","N","L",NA,NA,NA,"LEYTON",NA,NA,"E10","C",47,3,1.9,1.1,207,119,"Good","rental (private)",51.567228,-0.002388,90,16,3,"leyton midland road","Thames Water",52700,"Waltham Forest","light_rail",0,0,1,0.5257044,330000,353428.205810758,0.070994563062902
"410",7017,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",76,5,3,1,228,72,"Average","owner-occupied",51.373418,0.114856,76,81,6,"orpington","Thames Water",55700,"Bromley","rail",0,1,0,1.382615,348000,432764.670910114,0.243576640546305
"411",8198,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW9","D",74,3,2.9,1.4,201,102,"Very Poor","owner-occupied",51.474496,-0.113158,16,11,2,"stockwell","Thames Water",51100,"Lambeth","tube",2,0,0,0.5636098,465000,478172.446084036,0.0283278410409378
"412",6629,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE1","D",56,3,2.5,1.4,251,145,"Very Poor","owner-occupied",51.507685,-0.093487,77,11,1,"london bridge","Thames Water",56600,"Southwark","tube",2,1,0,0.4828278,393000,553934.407850611,0.409502310052446
"413",398,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE7","D",141,6,5.6,2.8,224,112,"Average","owner-occupied",51.487361,0.046304,67,36,3,"woolwich dockyard","Thames Water",43500,"Greenwich","rail",0,1,0,0.742573,675000,591803.4327473,-0.123254173707704
"414",1388,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","C",70.2,3,3,2.5,257,213,"Good","owner-occupied",51.540611,-0.118832,165,33,2,"caledonian road and barnsbury","Thames Water",44400,"Islington","light_rail",0,0,1,0.4312516,349000,496105.489749478,0.421505701287904
"415",11688,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE10","E",109.52,7,7.3,5.5,396,299,"Average","rental (private)",51.485831,0.012154,123,12,3,"westcombe park","Thames Water",63600,"Greenwich","rail",0,1,0,0.4530006,751000,906724.3465573,0.207355987426498
"416",4494,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT5","E",62,5,4.2,0.4,386,38,"Very Poor","owner-occupied",51.380964,-0.277247,77,27,5,"tolworth","Thames Water",55400,"Kingston upon Thames","rail",0,1,0,0.3952104,291000,358070.07300402,0.230481350529277
"417",3961,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE28","D",57.52,3,2.6,1.9,276,196,"Average","owner-occupied",51.50994,0.12479,54,2,4,"abbey wood","Thames Water",49800,"Greenwich","rail",0,1,0,2.1171098,228000,276736.291999601,0.213755666664915
"418",15584,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E11","D",53.25,3,2.8,2.8,274,268,"Very Poor","rental (private)",51.55696,0.00032,71,13,3,"leyton","Thames Water",44000,"Redbridge","tube",1,0,0,0.394589,291000,312556.011630308,0.074075641341265
"419",12597,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",75,5,3.9,1.4,296,100,"Average","owner-occupied",51.361807,0.100919,18,91,6,"chelsfield","Thames Water",61600,"Bromley","rail",0,1,0,0.5698238,394000,417009.78290933,0.058400464236879
"420",9399,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM1","D",106,5,4.4,2,238,104,"Average","owner-occupied",51.368406,-0.1748,110,41,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.5834946,515000,604762.518793076,0.174296152996265
"421",13801,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW9","D",80,4,4.5,1,318,71,"Average","owner-occupied",51.590664,-0.278276,44,50,4,"kingsbury","Affinity Water",50200,"Brent","tube",1,0,0,0.3834038,443000,443975.012668102,0.00220093153070479
"422",5438,NA,NA,"T","N","F",NA,NA,NA,"WIMBLEDON",NA,NA,"SW19","D",50,4,3.1,0.7,320,69,"Average","owner-occupied",51.426936,-0.216039,40,57,3,"wimbledon","Thames Water",68500,"Merton","tube",1,1,1,0.6909968,653000,397741.142890387,-0.390901771990218
"423",6966,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W4","D",126,7,5.6,2.7,251,122,"Good","owner-occupied",51.48763,-0.270925,143,10,3,"gunnersbury","Thames Water",60700,"Hounslow","tube",1,0,1,0.571688,962000,802373.8098972,-0.165931590543451
